MC	<p>720c_ed57</p> <div id="drv_b827" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" ><h4>Based on<span style='font-size: 1px; color: white;'>scores</span>their<span style='font-size: 1px; color: white;'>idea</span>molecular<span style='font-size: 1px; color: white;'>donors</span>formula, which one of<span style='font-size: 1px; color: white;'>bfsex</span>the<span style='font-size: 1px; color: white;'>both</span>following<span style='font-size: 1px; color: white;'>keto</span>compounds<span style='font-size: 1px; color: white;'>lower</span>is most likely<span style='font-size: 1px; color: white;'>ratio</span>hydrophobic?</h4><span style='font-size: 1px; color: white;'>clamp</span></div>	<div id="drv_9d4a" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >A. erythrose, C<sub>4</sub>H<sub>8</sub>O<sub>4</sub><span style='font-size: 1px; color: white;'>unlike</span></div>	Incorrect	<div id="drv_11b7" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >B. urea, CO(NH<sub>2</sub>)<sub>2</sub><span style='font-size: 1px; color: white;'>bad</span></div>	Incorrect	<div id="drv_e7c0" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >C. octane, CH<sub>3</sub>(CH<sub>2</sub>)<sub>6</sub>CH<sub>3</sub><span style='font-size: 1px; color: white;'>iiei</span></div>	Correct	<div id="drv_138c" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >D. methanol, CH<sub>3</sub>OH<span style='font-size: 1px; color: white;'>reduce</span></div>	Incorrect	<div id="drv_13a4" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >E. acetate, C<sub>2</sub>H<sub>3</sub>O<sub>2</sub><span style='font-size: 1px; color: white;'>depend</span></div>	Incorrect
MC	<p>720c_0840</p> <div id="drv_ded4" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" ><h4>Based<span style='font-size: 1px; color: white;'>closed</span>on<span style='font-size: 1px; color: white;'>key</span>their<span style='font-size: 1px; color: white;'>tells</span>molecular<span style='font-size: 1px; color: white;'>repel</span>formula, which<span style='font-size: 1px; color: white;'>non</span>one of the<span style='font-size: 1px; color: white;'>good</span>following<span style='font-size: 1px; color: white;'>chitin</span>compounds is most<span style='font-size: 1px; color: white;'>join</span>likely hydrophobic?</h4><span style='font-size: 1px; color: white;'>plasma</span></div>	<div id="drv_49e3" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >A. sodium<span style='font-size: 1px; color: white;'>suns</span>chloride, NaCl<span style='font-size: 1px; color: white;'>helps</span></div>	Incorrect	<div id="drv_39e7" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >B. toluene, C<sub>7</sub>H<sub>8</sub><span style='font-size: 1px; color: white;'>served</span></div>	Correct	<div id="drv_835a" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >C. ethanol, CH<sub>3</sub>CH<sub>2</sub>OH </div>	Incorrect	<div id="drv_a647" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >D. sucrose, C<sub>12</sub>H<sub>22</sub>O<sub>11</sub><span style='font-size: 1px; color: white;'>bad</span></div>	Incorrect	<div id="drv_b97c" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >E. glycine, NH<sub>2</sub>CH<sub>2</sub>COOH<span style='font-size: 1px; color: white;'>obtain</span></div>	Incorrect
MC	<p>720c_126a</p> <div id="drv_d75b" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" ><h4>Based<span style='font-size: 1px; color: white;'>equal</span>on<span style='font-size: 1px; color: white;'>lower</span>their molecular formula, which<span style='font-size: 1px; color: white;'>too</span>one<span style='font-size: 1px; color: white;'>stems</span>of<span style='font-size: 1px; color: white;'>gas</span>the following<span style='font-size: 1px; color: white;'>eside</span>compounds<span style='font-size: 1px; color: white;'>the</span>is<span style='font-size: 1px; color: white;'>spins</span>most likely<span style='font-size: 1px; color: white;'>hand</span>hydrophobic?</h4><span style='font-size: 1px; color: white;'>ketone</span></div>	<div id="drv_6fb4" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >A. water, H<sub>2</sub>O<span style='font-size: 1px; color: white;'>blaw</span></div>	Incorrect	<div id="drv_ea87" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >B. sucrose, C<sub>12</sub>H<sub>22</sub>O<sub>11</sub><span style='font-size: 1px; color: white;'>amino</span></div>	Incorrect	<div id="drv_3b32" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >C. acetate, C<sub>2</sub>H<sub>3</sub>O<sub>2</sub><span style='font-size: 1px; color: white;'>metal</span></div>	Incorrect	<div id="drv_1079" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >D. benzene, C<sub>6</sub>H<sub>6</sub><span style='font-size: 1px; color: white;'>drug</span></div>	Correct	<div id="drv_db7c" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >E. glucose, C<sub>6</sub>H<sub>12</sub>O<sub>6</sub> </div>	Incorrect
MC	<p>720c_ba44</p> <div id="drv_5a63" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" ><h4>Based on<span style='font-size: 1px; color: white;'>pol</span>their<span style='font-size: 1px; color: white;'>event</span>molecular formula, which<span style='font-size: 1px; color: white;'>scales</span>one<span style='font-size: 1px; color: white;'>value</span>of<span style='font-size: 1px; color: white;'>open</span>the following<span style='font-size: 1px; color: white;'>acted</span>compounds<span style='font-size: 1px; color: white;'>hsa</span>is<span style='font-size: 1px; color: white;'>both</span>most<span style='font-size: 1px; color: white;'>castor</span>likely hydrophobic?</h4><span style='font-size: 1px; color: white;'>edit</span></div>	<div id="drv_5055" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >A. sucrose, C<sub>12</sub>H<sub>22</sub>O<sub>11</sub><span style='font-size: 1px; color: white;'>death</span></div>	Incorrect	<div id="drv_edff" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >B. water, H<sub>2</sub>O<span style='font-size: 1px; color: white;'>hidden</span></div>	Incorrect	<div id="drv_0d1c" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >C. toluene, C<sub>7</sub>H<sub>8</sub><span style='font-size: 1px; color: white;'>coli</span></div>	Correct	<div id="drv_ed33" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >D. acetate, C<sub>2</sub>H<sub>3</sub>O<sub>2</sub><span style='font-size: 1px; color: white;'>check</span></div>	Incorrect	<div id="drv_8b8b" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >E. methanol, CH<sub>3</sub>OH<span style='font-size: 1px; color: white;'>unlike</span></div>	Incorrect
MC	<p>720c_985b</p> <div id="drv_ac5f" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" ><h4>Based<span style='font-size: 1px; color: white;'>ligase</span>on<span style='font-size: 1px; color: white;'>mortar</span>their<span style='font-size: 1px; color: white;'>wind</span>molecular<span style='font-size: 1px; color: white;'>pairs</span>formula, which<span style='font-size: 1px; color: white;'>heme</span>one of<span style='font-size: 1px; color: white;'>erika</span>the<span style='font-size: 1px; color: white;'>outer</span>following compounds<span style='font-size: 1px; color: white;'>falsel</span>is<span style='font-size: 1px; color: white;'>acetyl</span>most<span style='font-size: 1px; color: white;'>parent</span>likely<span style='font-size: 1px; color: white;'>keto</span>hydrophobic?</h4> </div>	<div id="drv_1969" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >A. sodium<span style='font-size: 1px; color: white;'>toes</span>chloride, NaCl<span style='font-size: 1px; color: white;'>first</span></div>	Incorrect	<div id="drv_5cbd" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >B. acetate, C<sub>2</sub>H<sub>3</sub>O<sub>2</sub><span style='font-size: 1px; color: white;'>needs</span></div>	Incorrect	<div id="drv_b61c" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >C. phosphoric acid, H<sub>3</sub>PO<sub>4</sub> </div>	Incorrect	<div id="drv_e498" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >D. ethanol, CH<sub>3</sub>CH<sub>2</sub>OH<span style='font-size: 1px; color: white;'>idea</span></div>	Incorrect	<div id="drv_3f97" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >E. benzene, C<sub>6</sub>H<sub>6</sub><span style='font-size: 1px; color: white;'>would</span></div>	Correct
MC	<p>720c_7071</p> <div id="drv_7ac3" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" ><h4>Based<span style='font-size: 1px; color: white;'>does</span>on<span style='font-size: 1px; color: white;'>linked</span>their<span style='font-size: 1px; color: white;'>heme</span>molecular formula, which one<span style='font-size: 1px; color: white;'>author</span>of<span style='font-size: 1px; color: white;'>click</span>the following compounds<span style='font-size: 1px; color: white;'>stuck</span>is most likely<span style='font-size: 1px; color: white;'>block</span>hydrophobic?</h4><span style='font-size: 1px; color: white;'>tube</span></div>	<div id="drv_689c" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >A. urea, CO(NH<sub>2</sub>)<sub>2</sub> </div>	Incorrect	<div id="drv_a89b" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >B. ethanol, CH<sub>3</sub>CH<sub>2</sub>OH </div>	Incorrect	<div id="drv_0db5" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >C. phosphoric<span style='font-size: 1px; color: white;'>egg</span>acid, H<sub>3</sub>PO<sub>4</sub><span style='font-size: 1px; color: white;'>fusion</span></div>	Incorrect	<div id="drv_3caa" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >D. ammonia, NH<sub>3</sub><span style='font-size: 1px; color: white;'>idea</span></div>	Incorrect	<div id="drv_fd1d" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >E. octane, CH<sub>3</sub>(CH<sub>2</sub>)<sub>6</sub>CH<sub>3</sub><span style='font-size: 1px; color: white;'>roles</span></div>	Correct
MC	<p>720c_e5a5</p> <div id="drv_2720" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" ><h4>Based<span style='font-size: 1px; color: white;'>truthg</span>on<span style='font-size: 1px; color: white;'>kayak</span>their<span style='font-size: 1px; color: white;'>losa</span>molecular<span style='font-size: 1px; color: white;'>their</span>formula, which one<span style='font-size: 1px; color: white;'>sip</span>of the<span style='font-size: 1px; color: white;'>cycler</span>following compounds<span style='font-size: 1px; color: white;'>served</span>is<span style='font-size: 1px; color: white;'>wine</span>most<span style='font-size: 1px; color: white;'>actual</span>likely<span style='font-size: 1px; color: white;'>epspan</span>hydrophobic?</h4> </div>	<div id="drv_3fcc" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >A. erythrose, C<sub>4</sub>H<sub>8</sub>O<sub>4</sub> </div>	Incorrect	<div id="drv_4b6e" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >B. methanol, CH<sub>3</sub>OH<span style='font-size: 1px; color: white;'>sexual</span></div>	Incorrect	<div id="drv_73b2" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >C. ammonia, NH<sub>3</sub><span style='font-size: 1px; color: white;'>hand</span></div>	Incorrect	<div id="drv_907a" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >D. benzene, C<sub>6</sub>H<sub>6</sub><span style='font-size: 1px; color: white;'>moment</span></div>	Correct	<div id="drv_25c2" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >E. sucrose, C<sub>12</sub>H<sub>22</sub>O<sub>11</sub> </div>	Incorrect
MC	<p>720c_afe1</p> <div id="drv_115e" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" ><h4>Based<span style='font-size: 1px; color: white;'>blaw</span>on their<span style='font-size: 1px; color: white;'>help</span>molecular<span style='font-size: 1px; color: white;'>equiv</span>formula, which<span style='font-size: 1px; color: white;'>joy</span>one<span style='font-size: 1px; color: white;'>error</span>of<span style='font-size: 1px; color: white;'>light</span>the<span style='font-size: 1px; color: white;'>dogma</span>following<span style='font-size: 1px; color: white;'>hand</span>compounds<span style='font-size: 1px; color: white;'>pla</span>is most likely hydrophobic?</h4> </div>	<div id="drv_cb5f" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >A. urea, CO(NH<sub>2</sub>)<sub>2</sub><span style='font-size: 1px; color: white;'>charge</span></div>	Incorrect	<div id="drv_7da8" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >B. ethanol, CH<sub>3</sub>CH<sub>2</sub>OH<span style='font-size: 1px; color: white;'>ligand</span></div>	Incorrect	<div id="drv_aa8e" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >C. sucrose, C<sub>12</sub>H<sub>22</sub>O<sub>11</sub><span style='font-size: 1px; color: white;'>string</span></div>	Incorrect	<div id="drv_479f" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >D. cyclohexane, C<sub>6</sub>H<sub>12</sub><span style='font-size: 1px; color: white;'>eectwo</span></div>	Correct	<div id="drv_14b6" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >E. acetate, C<sub>2</sub>H<sub>3</sub>O<sub>2</sub> </div>	Incorrect
MC	<p>720c_f6cc</p> <div id="drv_c4da" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" ><h4>Based on their molecular formula, which<span style='font-size: 1px; color: white;'>larvae</span>one of<span style='font-size: 1px; color: white;'>gef</span>the<span style='font-size: 1px; color: white;'>lariat</span>following<span style='font-size: 1px; color: white;'>nadh</span>compounds is<span style='font-size: 1px; color: white;'>varies</span>most<span style='font-size: 1px; color: white;'>bead</span>likely hydrophobic?</h4><span style='font-size: 1px; color: white;'>half</span></div>	<div id="drv_2a71" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >A. glycine, NH<sub>2</sub>CH<sub>2</sub>COOH<span style='font-size: 1px; color: white;'>deltas</span></div>	Incorrect	<div id="drv_df36" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >B. octane, CH<sub>3</sub>(CH<sub>2</sub>)<sub>6</sub>CH<sub>3</sub><span style='font-size: 1px; color: white;'>itaqi</span></div>	Correct	<div id="drv_5490" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >C. ammonia, NH<sub>3</sub><span style='font-size: 1px; color: white;'>takes</span></div>	Incorrect	<div id="drv_f412" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >D. phosphoric acid, H<sub>3</sub>PO<sub>4</sub><span style='font-size: 1px; color: white;'>small</span></div>	Incorrect	<div id="drv_fd88" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >E. water, H<sub>2</sub>O<span style='font-size: 1px; color: white;'>adapt</span></div>	Incorrect
MC	<p>720c_3034</p> <div id="drv_44e9" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" ><h4>Based<span style='font-size: 1px; color: white;'>bell</span>on their<span style='font-size: 1px; color: white;'>nature</span>molecular formula, which<span style='font-size: 1px; color: white;'>stage</span>one<span style='font-size: 1px; color: white;'>runs</span>of<span style='font-size: 1px; color: white;'>theory</span>the following compounds<span style='font-size: 1px; color: white;'>glass</span>is<span style='font-size: 1px; color: white;'>unlike</span>most<span style='font-size: 1px; color: white;'>sugar</span>likely hydrophobic?</h4> </div>	<div id="drv_4375" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >A. ethanol, CH<sub>3</sub>CH<sub>2</sub>OH<span style='font-size: 1px; color: white;'>rotor</span></div>	Incorrect	<div id="drv_a4cd" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >B. glycerol, C<sub>3</sub>H<sub>8</sub>O<sub>3</sub> </div>	Incorrect	<div id="drv_2f87" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >C. glycine, NH<sub>2</sub>CH<sub>2</sub>COOH<span style='font-size: 1px; color: white;'>psite</span></div>	Incorrect	<div id="drv_fec6" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >D. hexane, CH<sub>3</sub>(CH<sub>2</sub>)<sub>4</sub>CH<sub>3</sub><span style='font-size: 1px; color: white;'>methyl</span></div>	Correct	<div id="drv_e171" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >E. water, H<sub>2</sub>O<span style='font-size: 1px; color: white;'>touch</span></div>	Incorrect
MC	<p>720c_6c5d</p> <div id="drv_1d01" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" ><h4>Based<span style='font-size: 1px; color: white;'>major</span>on<span style='font-size: 1px; color: white;'>inner</span>their molecular<span style='font-size: 1px; color: white;'>virus</span>formula, which<span style='font-size: 1px; color: white;'>eamino</span>one<span style='font-size: 1px; color: white;'>slight</span>of the following<span style='font-size: 1px; color: white;'>ssu</span>compounds<span style='font-size: 1px; color: white;'>bread</span>is<span style='font-size: 1px; color: white;'>final</span>most likely<span style='font-size: 1px; color: white;'>midway</span>hydrophobic?</h4><span style='font-size: 1px; color: white;'>speed</span></div>	<div id="drv_c613" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >A. water, H<sub>2</sub>O </div>	Incorrect	<div id="drv_e10c" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >B. acetate, C<sub>2</sub>H<sub>3</sub>O<sub>2</sub><span style='font-size: 1px; color: white;'>falsek</span></div>	Incorrect	<div id="drv_f77b" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >C. sucrose, C<sub>12</sub>H<sub>22</sub>O<sub>11</sub><span style='font-size: 1px; color: white;'>fibers</span></div>	Incorrect	<div id="drv_5843" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >D. urea, CO(NH<sub>2</sub>)<sub>2</sub> </div>	Incorrect	<div id="drv_f57a" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >E. octane, CH<sub>3</sub>(CH<sub>2</sub>)<sub>6</sub>CH<sub>3</sub> </div>	Correct
MC	<p>720c_2d7d</p> <div id="drv_2cae" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" ><h4>Based<span style='font-size: 1px; color: white;'>watch</span>on<span style='font-size: 1px; color: white;'>binds</span>their molecular<span style='font-size: 1px; color: white;'>tight</span>formula, which<span style='font-size: 1px; color: white;'>nadph</span>one<span style='font-size: 1px; color: white;'>falsek</span>of<span style='font-size: 1px; color: white;'>stereo</span>the<span style='font-size: 1px; color: white;'>rely</span>following<span style='font-size: 1px; color: white;'>cope</span>compounds<span style='font-size: 1px; color: white;'>leads</span>is most likely<span style='font-size: 1px; color: white;'>input</span>hydrophobic?</h4> </div>	<div id="drv_370c" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >A. ethylene, CH<sub>2</sub>CH<sub>2</sub><span style='font-size: 1px; color: white;'>rates</span></div>	Correct	<div id="drv_03c6" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >B. ethanol, CH<sub>3</sub>CH<sub>2</sub>OH<span style='font-size: 1px; color: white;'>room</span></div>	Incorrect	<div id="drv_d847" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >C. methanol, CH<sub>3</sub>OH<span style='font-size: 1px; color: white;'>models</span></div>	Incorrect	<div id="drv_0b99" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >D. glycine, NH<sub>2</sub>CH<sub>2</sub>COOH<span style='font-size: 1px; color: white;'>tree</span></div>	Incorrect	<div id="drv_d539" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >E. phosphoric<span style='font-size: 1px; color: white;'>abf</span>acid, H<sub>3</sub>PO<sub>4</sub><span style='font-size: 1px; color: white;'>remain</span></div>	Incorrect
MC	<p>720c_ae3a</p> <div id="drv_2fca" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" ><h4>Based on their<span style='font-size: 1px; color: white;'>leaven</span>molecular<span style='font-size: 1px; color: white;'>oxford</span>formula, which<span style='font-size: 1px; color: white;'>beer</span>one<span style='font-size: 1px; color: white;'>theory</span>of<span style='font-size: 1px; color: white;'>back</span>the<span style='font-size: 1px; color: white;'>pest</span>following compounds is<span style='font-size: 1px; color: white;'>breaks</span>most likely hydrophobic?</h4><span style='font-size: 1px; color: white;'>less</span></div>	<div id="drv_a378" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >A. ammonia, NH<sub>3</sub><span style='font-size: 1px; color: white;'>leaven</span></div>	Incorrect	<div id="drv_ab4b" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >B. toluene, C<sub>7</sub>H<sub>8</sub><span style='font-size: 1px; color: white;'>state</span></div>	Correct	<div id="drv_f92e" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >C. erythrose, C<sub>4</sub>H<sub>8</sub>O<sub>4</sub><span style='font-size: 1px; color: white;'>sec</span></div>	Incorrect	<div id="drv_95f6" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >D. phosphoric acid, H<sub>3</sub>PO<sub>4</sub><span style='font-size: 1px; color: white;'>trutha</span></div>	Incorrect	<div id="drv_ce84" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >E. ethanol, CH<sub>3</sub>CH<sub>2</sub>OH </div>	Incorrect
MC	<p>720c_2e51</p> <div id="drv_6071" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" ><h4>Based<span style='font-size: 1px; color: white;'>metal</span>on their molecular formula, which one<span style='font-size: 1px; color: white;'>purine</span>of<span style='font-size: 1px; color: white;'>almost</span>the<span style='font-size: 1px; color: white;'>plant</span>following<span style='font-size: 1px; color: white;'>ftest</span>compounds is<span style='font-size: 1px; color: white;'>truthb</span>most<span style='font-size: 1px; color: white;'>liquid</span>likely<span style='font-size: 1px; color: white;'>bigger</span>hydrophobic?</h4> </div>	<div id="drv_fd39" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >A. erythrose, C<sub>4</sub>H<sub>8</sub>O<sub>4</sub><span style='font-size: 1px; color: white;'>leaves</span></div>	Incorrect	<div id="drv_aa7c" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >B. urea, CO(NH<sub>2</sub>)<sub>2</sub><span style='font-size: 1px; color: white;'>dry</span></div>	Incorrect	<div id="drv_c41d" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >C. sucrose, C<sub>12</sub>H<sub>22</sub>O<sub>11</sub><span style='font-size: 1px; color: white;'>ligase</span></div>	Incorrect	<div id="drv_af9f" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >D. water, H<sub>2</sub>O<span style='font-size: 1px; color: white;'>amp</span></div>	Incorrect	<div id="drv_f895" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >E. octane, CH<sub>3</sub>(CH<sub>2</sub>)<sub>6</sub>CH<sub>3</sub><span style='font-size: 1px; color: white;'>gene</span></div>	Correct
