MC	<p>0545_ee44</p> <div id="drv_c615" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" ><p>Which one<span style='font-size: 1px; color: white;'>kinds</span>of<span style='font-size: 1px; color: white;'>wall</span>the following<span style='font-size: 1px; color: white;'>smart</span>types of macromolecules correspond to the<span style='font-size: 1px; color: white;'>dental</span>macromolecule <span style='font-size: 1em;'><strong>'hemoglobin'</strong></span>.</p> </div>	<div id="drv_a73e" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >A. <strong><span style="color: #0039e6;">carbohydrates</span></strong><span style='font-size: 1px; color: white;'>joined</span></div>	Incorrect	<div id="drv_da3d" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >B. <strong><span style="color: #e65400;">lipids</span></strong><span style='font-size: 1px; color: white;'>design</span></div>	Incorrect	<div id="drv_2c98" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >C. <strong><span style="color: #b30077;">nucleic<span style='font-size: 1px; color: white;'>dental</span>acids</span></strong><span style='font-size: 1px; color: white;'>allow</span></div>	Incorrect	<div id="drv_7c2d" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >D. <strong><span style="color: #009900;">proteins</span></strong><span style='font-size: 1px; color: white;'>turner</span></div>	Correct
MC	<p>99a0_ee44</p> <div id="drv_59b6" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" ><p>Which one of the<span style='font-size: 1px; color: white;'>fuse</span>following<span style='font-size: 1px; color: white;'>seals</span>types<span style='font-size: 1px; color: white;'>able</span>of macromolecules<span style='font-size: 1px; color: white;'>lenses</span>correspond<span style='font-size: 1px; color: white;'>thing</span>to the<span style='font-size: 1px; color: white;'>barrel</span>macromolecule <span style='font-size: 1em;'><strong>'guanosine'</strong></span>.</p><span style='font-size: 1px; color: white;'>trace</span></div>	<div id="drv_eb29" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >A. <strong><span style="color: #0039e6;">carbohydrates</span></strong> </div>	Incorrect	<div id="drv_6d63" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >B. <strong><span style="color: #e65400;">lipids</span></strong><span style='font-size: 1px; color: white;'>urine</span></div>	Incorrect	<div id="drv_72c3" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >C. <strong><span style="color: #b30077;">nucleic<span style='font-size: 1px; color: white;'>evolve</span>acids</span></strong><span style='font-size: 1px; color: white;'>point</span></div>	Correct	<div id="drv_e07b" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >D. <strong><span style="color: #009900;">proteins</span></strong><span style='font-size: 1px; color: white;'>mali</span></div>	Incorrect
MC	<p>99a0_ee44</p> <div id="drv_cbbc" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" ><p>Which<span style='font-size: 1px; color: white;'>adding</span>one of<span style='font-size: 1px; color: white;'>drift</span>the<span style='font-size: 1px; color: white;'>amanda</span>following<span style='font-size: 1px; color: white;'>van</span>types<span style='font-size: 1px; color: white;'>smart</span>of<span style='font-size: 1px; color: white;'>remain</span>macromolecules<span style='font-size: 1px; color: white;'>tandem</span>correspond<span style='font-size: 1px; color: white;'>anna</span>to<span style='font-size: 1px; color: white;'>suns</span>the<span style='font-size: 1px; color: white;'>heme</span>macromolecule <span style='font-size: 1em;'><strong>'guanosine'</strong></span>.</p><span style='font-size: 1px; color: white;'>dprime</span></div>	<div id="drv_c766" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >A. <strong><span style="color: #0039e6;">carbohydrates</span></strong> </div>	Incorrect	<div id="drv_cbd4" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >B. <strong><span style="color: #e65400;">lipids</span></strong><span style='font-size: 1px; color: white;'>around</span></div>	Incorrect	<div id="drv_eac0" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >C. <strong><span style="color: #b30077;">nucleic<span style='font-size: 1px; color: white;'>weaker</span>acids</span></strong><span style='font-size: 1px; color: white;'>makes</span></div>	Correct	<div id="drv_83a3" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >D. <strong><span style="color: #009900;">proteins</span></strong><span style='font-size: 1px; color: white;'>mucus</span></div>	Incorrect
MC	<p>9ada_ee44</p> <div id="drv_de31" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" ><p>Which one of the following types<span style='font-size: 1px; color: white;'>stuck</span>of<span style='font-size: 1px; color: white;'>each</span>macromolecules<span style='font-size: 1px; color: white;'>zfn</span>correspond<span style='font-size: 1px; color: white;'>boies</span>to<span style='font-size: 1px; color: white;'>enter</span>the macromolecule <span style='font-size: 1em;'><strong>'RNA'</strong></span>.</p> </div>	<div id="drv_732e" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >A. <strong><span style="color: #0039e6;">carbohydrates</span></strong> </div>	Incorrect	<div id="drv_582a" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >B. <strong><span style="color: #e65400;">lipids</span></strong> </div>	Incorrect	<div id="drv_cff6" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >C. <strong><span style="color: #b30077;">nucleic<span style='font-size: 1px; color: white;'>bgroup</span>acids</span></strong><span style='font-size: 1px; color: white;'>purple</span></div>	Correct	<div id="drv_b5c2" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >D. <strong><span style="color: #009900;">proteins</span></strong><span style='font-size: 1px; color: white;'>ftest</span></div>	Incorrect
MC	<p>9cd3_ee44</p> <div id="drv_eae9" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" ><p>Which<span style='font-size: 1px; color: white;'>who</span>one<span style='font-size: 1px; color: white;'>needed</span>of<span style='font-size: 1px; color: white;'>cheung</span>the<span style='font-size: 1px; color: white;'>halves</span>following<span style='font-size: 1px; color: white;'>being</span>types<span style='font-size: 1px; color: white;'>fungi</span>of macromolecules<span style='font-size: 1px; color: white;'>even</span>correspond<span style='font-size: 1px; color: white;'>round</span>to<span style='font-size: 1px; color: white;'>angles</span>the<span style='font-size: 1px; color: white;'>host</span>macromolecule <span style='font-size: 1em;'><strong>'ATP'</strong></span>.</p> </div>	<div id="drv_3aed" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >A. <strong><span style="color: #0039e6;">carbohydrates</span></strong> </div>	Incorrect	<div id="drv_adfb" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >B. <strong><span style="color: #e65400;">lipids</span></strong> </div>	Incorrect	<div id="drv_4c63" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >C. <strong><span style="color: #b30077;">nucleic acids</span></strong><span style='font-size: 1px; color: white;'>wog</span></div>	Correct	<div id="drv_0b59" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >D. <strong><span style="color: #009900;">proteins</span></strong> </div>	Incorrect
MC	<p>9cd3_ee44</p> <div id="drv_f691" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" ><p>Which one<span style='font-size: 1px; color: white;'>thrive</span>of<span style='font-size: 1px; color: white;'>non</span>the<span style='font-size: 1px; color: white;'>day</span>following<span style='font-size: 1px; color: white;'>too</span>types<span style='font-size: 1px; color: white;'>gets</span>of<span style='font-size: 1px; color: white;'>spots</span>macromolecules correspond<span style='font-size: 1px; color: white;'>sets</span>to<span style='font-size: 1px; color: white;'>causes</span>the<span style='font-size: 1px; color: white;'>easily</span>macromolecule <span style='font-size: 1em;'><strong>'ATP'</strong></span>.</p> </div>	<div id="drv_b626" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >A. <strong><span style="color: #0039e6;">carbohydrates</span></strong><span style='font-size: 1px; color: white;'>lenses</span></div>	Incorrect	<div id="drv_95e9" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >B. <strong><span style="color: #e65400;">lipids</span></strong> </div>	Incorrect	<div id="drv_7009" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >C. <strong><span style="color: #b30077;">nucleic<span style='font-size: 1px; color: white;'>easily</span>acids</span></strong> </div>	Correct	<div id="drv_cc07" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >D. <strong><span style="color: #009900;">proteins</span></strong><span style='font-size: 1px; color: white;'>ccmrna</span></div>	Incorrect
MC	<p>9f19_ee44</p> <div id="drv_587f" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" ><p>Which<span style='font-size: 1px; color: white;'>cause</span>one<span style='font-size: 1px; color: white;'>equiv</span>of the<span style='font-size: 1px; color: white;'>amanda</span>following<span style='font-size: 1px; color: white;'>whey</span>types<span style='font-size: 1px; color: white;'>dental</span>of macromolecules<span style='font-size: 1px; color: white;'>animal</span>correspond<span style='font-size: 1px; color: white;'>find</span>to<span style='font-size: 1px; color: white;'>finish</span>the<span style='font-size: 1px; color: white;'>track</span>macromolecule <span style='font-size: 1em;'><strong>'chymotypsin'</strong></span>.</p> </div>	<div id="drv_03dd" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >A. <strong><span style="color: #0039e6;">carbohydrates</span></strong><span style='font-size: 1px; color: white;'>cheung</span></div>	Incorrect	<div id="drv_f50c" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >B. <strong><span style="color: #e65400;">lipids</span></strong> </div>	Incorrect	<div id="drv_193b" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >C. <strong><span style="color: #b30077;">nucleic<span style='font-size: 1px; color: white;'>idea</span>acids</span></strong><span style='font-size: 1px; color: white;'>fine</span></div>	Incorrect	<div id="drv_25d2" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >D. <strong><span style="color: #009900;">proteins</span></strong><span style='font-size: 1px; color: white;'>biotin</span></div>	Correct
MC	<p>a205_ee44</p> <div id="drv_6123" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" ><p>Which<span style='font-size: 1px; color: white;'>cold</span>one<span style='font-size: 1px; color: white;'>none</span>of<span style='font-size: 1px; color: white;'>milk</span>the<span style='font-size: 1px; color: white;'>wind</span>following<span style='font-size: 1px; color: white;'>xenon</span>types<span style='font-size: 1px; color: white;'>beans</span>of<span style='font-size: 1px; color: white;'>forest</span>macromolecules<span style='font-size: 1px; color: white;'>does</span>correspond to the<span style='font-size: 1px; color: white;'>rarr</span>macromolecule <span style='font-size: 1em;'><strong>'sphingosine'</strong></span>.</p> </div>	<div id="drv_6fde" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >A. <strong><span style="color: #0039e6;">carbohydrates</span></strong><span style='font-size: 1px; color: white;'>angles</span></div>	Incorrect	<div id="drv_358e" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >B. <strong><span style="color: #e65400;">lipids</span></strong><span style='font-size: 1px; color: white;'>althyp</span></div>	Correct	<div id="drv_db39" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >C. <strong><span style="color: #b30077;">nucleic<span style='font-size: 1px; color: white;'>toxic</span>acids</span></strong><span style='font-size: 1px; color: white;'>yeah</span></div>	Incorrect	<div id="drv_7aa3" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >D. <strong><span style="color: #009900;">proteins</span></strong><span style='font-size: 1px; color: white;'>key</span></div>	Incorrect
MC	<p>a205_ee44</p> <div id="drv_9f74" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" ><p>Which<span style='font-size: 1px; color: white;'>impact</span>one<span style='font-size: 1px; color: white;'>falsem</span>of<span style='font-size: 1px; color: white;'>fdna</span>the following types<span style='font-size: 1px; color: white;'>masks</span>of<span style='font-size: 1px; color: white;'>dental</span>macromolecules<span style='font-size: 1px; color: white;'>area</span>correspond to<span style='font-size: 1px; color: white;'>loci</span>the<span style='font-size: 1px; color: white;'>words</span>macromolecule <span style='font-size: 1em;'><strong>'sphingosine'</strong></span>.</p> </div>	<div id="drv_0d40" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >A. <strong><span style="color: #0039e6;">carbohydrates</span></strong><span style='font-size: 1px; color: white;'>mgdl</span></div>	Incorrect	<div id="drv_9601" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >B. <strong><span style="color: #e65400;">lipids</span></strong><span style='font-size: 1px; color: white;'>though</span></div>	Correct	<div id="drv_0753" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >C. <strong><span style="color: #b30077;">nucleic<span style='font-size: 1px; color: white;'>dttp</span>acids</span></strong><span style='font-size: 1px; color: white;'>format</span></div>	Incorrect	<div id="drv_5efd" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >D. <strong><span style="color: #009900;">proteins</span></strong><span style='font-size: 1px; color: white;'>appear</span></div>	Incorrect
MC	<p>a205_ee44</p> <div id="drv_f92e" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" ><p>Which<span style='font-size: 1px; color: white;'>tyler</span>one<span style='font-size: 1px; color: white;'>needle</span>of the<span style='font-size: 1px; color: white;'>hill</span>following<span style='font-size: 1px; color: white;'>allele</span>types of macromolecules<span style='font-size: 1px; color: white;'>talose</span>correspond to<span style='font-size: 1px; color: white;'>bred</span>the<span style='font-size: 1px; color: white;'>ones</span>macromolecule <span style='font-size: 1em;'><strong>'sphingosine'</strong></span>.</p><span style='font-size: 1px; color: white;'>insert</span></div>	<div id="drv_75a6" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >A. <strong><span style="color: #0039e6;">carbohydrates</span></strong><span style='font-size: 1px; color: white;'>longer</span></div>	Incorrect	<div id="drv_2650" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >B. <strong><span style="color: #e65400;">lipids</span></strong> </div>	Correct	<div id="drv_9cb6" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >C. <strong><span style="color: #b30077;">nucleic acids</span></strong> </div>	Incorrect	<div id="drv_e186" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >D. <strong><span style="color: #009900;">proteins</span></strong> </div>	Incorrect
MC	<p>a529_ee44</p> <div id="drv_6b13" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" ><p>Which<span style='font-size: 1px; color: white;'>shear</span>one<span style='font-size: 1px; color: white;'>trait</span>of the following<span style='font-size: 1px; color: white;'>fused</span>types<span style='font-size: 1px; color: white;'>for</span>of<span style='font-size: 1px; color: white;'>crybt</span>macromolecules<span style='font-size: 1px; color: white;'>snap</span>correspond<span style='font-size: 1px; color: white;'>bowel</span>to<span style='font-size: 1px; color: white;'>shaft</span>the<span style='font-size: 1px; color: white;'>brick</span>macromolecule <span style='font-size: 1em;'><strong>'caprylic acid &ndash; a fatty<span style='font-size: 1px; color: white;'>found</span>acid<span style='font-size: 1px; color: white;'>civic</span>with 8 carbons'</strong></span>.</p><span style='font-size: 1px; color: white;'>male</span></div>	<div id="drv_b905" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >A. <strong><span style="color: #0039e6;">carbohydrates</span></strong><span style='font-size: 1px; color: white;'>german</span></div>	Incorrect	<div id="drv_895e" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >B. <strong><span style="color: #e65400;">lipids</span></strong><span style='font-size: 1px; color: white;'>kelvin</span></div>	Correct	<div id="drv_9cc2" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >C. <strong><span style="color: #b30077;">nucleic<span style='font-size: 1px; color: white;'>input</span>acids</span></strong><span style='font-size: 1px; color: white;'>added</span></div>	Incorrect	<div id="drv_9328" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >D. <strong><span style="color: #009900;">proteins</span></strong><span style='font-size: 1px; color: white;'>cooh</span></div>	Incorrect
MC	<p>a529_ee44</p> <div id="drv_905b" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" ><p>Which one of<span style='font-size: 1px; color: white;'>bull</span>the<span style='font-size: 1px; color: white;'>dodo</span>following<span style='font-size: 1px; color: white;'>truthm</span>types of macromolecules<span style='font-size: 1px; color: white;'>store</span>correspond to the macromolecule <span style='font-size: 1em;'><strong>'caprylic acid &ndash; a<span style='font-size: 1px; color: white;'>capric</span>fatty<span style='font-size: 1px; color: white;'>ssh</span>acid with 8 carbons'</strong></span>.</p> </div>	<div id="drv_726c" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >A. <strong><span style="color: #0039e6;">carbohydrates</span></strong><span style='font-size: 1px; color: white;'>betame</span></div>	Incorrect	<div id="drv_dbf5" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >B. <strong><span style="color: #e65400;">lipids</span></strong><span style='font-size: 1px; color: white;'>syrup</span></div>	Correct	<div id="drv_7779" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >C. <strong><span style="color: #b30077;">nucleic<span style='font-size: 1px; color: white;'>iron</span>acids</span></strong><span style='font-size: 1px; color: white;'>films</span></div>	Incorrect	<div id="drv_a33e" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >D. <strong><span style="color: #009900;">proteins</span></strong><span style='font-size: 1px; color: white;'>marfan</span></div>	Incorrect
MC	<p>abea_ee44</p> <div id="drv_3ad4" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" ><p>Which one<span style='font-size: 1px; color: white;'>want</span>of<span style='font-size: 1px; color: white;'>innate</span>the<span style='font-size: 1px; color: white;'>hold</span>following types<span style='font-size: 1px; color: white;'>exist</span>of macromolecules correspond<span style='font-size: 1px; color: white;'>few</span>to<span style='font-size: 1px; color: white;'>lower</span>the<span style='font-size: 1px; color: white;'>being</span>macromolecule <span style='font-size: 1em;'><strong>'amylose<span style='font-size: 1px; color: white;'>needed</span>starch'</strong></span>.</p><span style='font-size: 1px; color: white;'>alter</span></div>	<div id="drv_a2e7" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >A. <strong><span style="color: #0039e6;">carbohydrates</span></strong><span style='font-size: 1px; color: white;'>equiv</span></div>	Correct	<div id="drv_889d" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >B. <strong><span style="color: #e65400;">lipids</span></strong> </div>	Incorrect	<div id="drv_4707" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >C. <strong><span style="color: #b30077;">nucleic<span style='font-size: 1px; color: white;'>skull</span>acids</span></strong> </div>	Incorrect	<div id="drv_236e" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >D. <strong><span style="color: #009900;">proteins</span></strong><span style='font-size: 1px; color: white;'>been</span></div>	Incorrect
MC	<p>abea_ee44</p> <div id="drv_3ccd" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" ><p>Which<span style='font-size: 1px; color: white;'>brdu</span>one<span style='font-size: 1px; color: white;'>scores</span>of the following types<span style='font-size: 1px; color: white;'>fungus</span>of macromolecules<span style='font-size: 1px; color: white;'>below</span>correspond<span style='font-size: 1px; color: white;'>broken</span>to<span style='font-size: 1px; color: white;'>and</span>the macromolecule <span style='font-size: 1em;'><strong>'amylose<span style='font-size: 1px; color: white;'>for</span>starch'</strong></span>.</p><span style='font-size: 1px; color: white;'>since</span></div>	<div id="drv_0d7f" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >A. <strong><span style="color: #0039e6;">carbohydrates</span></strong><span style='font-size: 1px; color: white;'>every</span></div>	Correct	<div id="drv_194a" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >B. <strong><span style="color: #e65400;">lipids</span></strong><span style='font-size: 1px; color: white;'>turth</span></div>	Incorrect	<div id="drv_4520" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >C. <strong><span style="color: #b30077;">nucleic<span style='font-size: 1px; color: white;'>lived</span>acids</span></strong><span style='font-size: 1px; color: white;'>result</span></div>	Incorrect	<div id="drv_eb1f" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >D. <strong><span style="color: #009900;">proteins</span></strong> </div>	Incorrect
MC	<p>b13a_ee44</p> <div id="drv_be38" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" ><p>Which one of<span style='font-size: 1px; color: white;'>may</span>the following types<span style='font-size: 1px; color: white;'>insert</span>of macromolecules<span style='font-size: 1px; color: white;'>leonor</span>correspond to<span style='font-size: 1px; color: white;'>larger</span>the<span style='font-size: 1px; color: white;'>fatty</span>macromolecule <span style='font-size: 1em;'><strong>'proline'</strong></span>.</p> </div>	<div id="drv_d674" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >A. <strong><span style="color: #0039e6;">carbohydrates</span></strong><span style='font-size: 1px; color: white;'>cap</span></div>	Incorrect	<div id="drv_2bf2" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >B. <strong><span style="color: #e65400;">lipids</span></strong> </div>	Incorrect	<div id="drv_0b31" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >C. <strong><span style="color: #b30077;">nucleic<span style='font-size: 1px; color: white;'>mow</span>acids</span></strong> </div>	Incorrect	<div id="drv_0993" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >D. <strong><span style="color: #009900;">proteins</span></strong><span style='font-size: 1px; color: white;'>made</span></div>	Correct
MC	<p>b13a_ee44</p> <div id="drv_fe3c" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" ><p>Which one<span style='font-size: 1px; color: white;'>thread</span>of<span style='font-size: 1px; color: white;'>muscle</span>the<span style='font-size: 1px; color: white;'>loci</span>following<span style='font-size: 1px; color: white;'>while</span>types<span style='font-size: 1px; color: white;'>and</span>of<span style='font-size: 1px; color: white;'>metal</span>macromolecules<span style='font-size: 1px; color: white;'>book</span>correspond to<span style='font-size: 1px; color: white;'>pushes</span>the<span style='font-size: 1px; color: white;'>runs</span>macromolecule <span style='font-size: 1em;'><strong>'proline'</strong></span>.</p><span style='font-size: 1px; color: white;'>knew</span></div>	<div id="drv_fe58" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >A. <strong><span style="color: #0039e6;">carbohydrates</span></strong><span style='font-size: 1px; color: white;'>diet</span></div>	Incorrect	<div id="drv_3742" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >B. <strong><span style="color: #e65400;">lipids</span></strong><span style='font-size: 1px; color: white;'>bpspan</span></div>	Incorrect	<div id="drv_5020" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >C. <strong><span style="color: #b30077;">nucleic<span style='font-size: 1px; color: white;'>coli</span>acids</span></strong><span style='font-size: 1px; color: white;'>bnotb</span></div>	Incorrect	<div id="drv_677f" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >D. <strong><span style="color: #009900;">proteins</span></strong> </div>	Correct
